"Autor","Obra","Poema"
"Ricardo Reis","Odes de Ricardo Reis","
Não a ti, Cristo, odeio ou te não quero.
Em ti como nos outros creio deuses mais velhos.
        Só te tenho por não mais nem menos
Do que eles, mas mais novo apenas.

Odeio-os sim, e a esses com calma aborreço,
Que te querem acima dos outros teus iguais deuses.
        Quero-te onde tu estás, nem mais alto
        Nem mais baixo que eles, tu apenas.

Deus triste, preciso talvez porque nenhum havia
Como tu, um a mais no Panteão e no culto,
        Nada mais, nem mais alto nem mais puro
Porque para tudo havia deuses, menos tu.

Cura tu, idólatra exclusivo de Cristo, que a vida
É múltipla e todos os dias são diferentes dos outros,
        E só sendo múltiplos como eles
        Estaremos com a verdade e sós.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não a ti, mas aos teus, odeio, Cristo.
Tu não és mais que um deus a mais no eterno
        Pantéon que preside
        À nossa vida incerta.

Nem maior nem menor que os novos deuses,
Tua sombria forma dolorida
        Trouxe algo que faltava
        Ao número dos divos.

Por isso reina a par de outros no Olimpo,
Ou pela triste terra se quiseres
        Vai enxugar o pranto
        Dos humanos que sofrem.

Não venham, porém, estultos teus cultores
Em teu nome vedar o eterno culto
        Das presenças maiores
        E parceiras da tua.

A esses, sim, do âmago eu odeio
Do crente peito, e a esses eu não sigo,
        Supersticiosos leigos
        Na ciência dos deuses.

Ah, aumentai, não combatendo nunca.
Enriquecei o Olimpo, aos deuses dando
        Cada vez maior força
        Plo número maior.

Basta os males que o Fado as Parcas fez
Por seu intuito natural fazerem.
        Nós homens nos façamos
        Unidos pelos deuses.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não batas palmas diante da beleza.
Não se sente a beleza demasiado.
        A beleza não passa
        É a sombra dos Deuses.

Mexa-se embora a nossa estéril vida,
Desdobre Éolo sobre nós seus sopros
        (...)
        (...)

As estátuas aos deuses representam
Porque as estátuas são calmas e eternas
        Nem lhes fiam seu curto
        E negro linho as Parcas.

Segundo frias leis Júpiter troa
Em certas noites aparece Diana
        E as leis porque aparece
        Dão-lhe a divina calma.

O que chamamos leis na acção dos Deuses
São apenas a calma que eles têm
        Não de cima lhes vêm.
        São a vida que querem.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não canto a noite porque no meu canto
O sol que canto acabará em noite.
        Não ignoro o que esqueço.
        Canto por esquecê-lo.

Pudesse eu suspender, inda que em sonho,
O Apolíneo curso, e conhecer-me,
        Inda que louco, gémeo
        De uma hora imperecível!

"
"Ricardo Reis","Odes de Ricardo Reis","
Não como ante donzela ou mulher viva
Com calor na beleza humana delas
        Devemos dar os olhos
        À beleza imortal.

Eternamente longe ela se mostra
E calma e para os calmos adorarem
        Não de outro modo é ela
        Imortal como os deuses.

Que nunca a alegria transitória
Nem a paixão que busca — porque exige
        Devemos olhar de néscios
        Olhos para a beleza.

Como quem vê um Deus e nunca ousa
Amá-lo mais que como a um Deus se ama
        Diante da beleza
        Façamo-nos sóbrios.

Para outra cousa não a dão os deuses
À nossa febre humana e vil da vida,
        Por isso a contemplemos
        Num claro esquecimento.

E de tudo tiremos a beleza
Como a presença altiva e encoberta
        E o longínquo sorriso
        De quem assiste à vida.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não consentem os deuses mais que a vida.
Por isso, Lídia, duradouramente
        Façamos-lhe a vontade
        Ao sol e entre as flores.
Camaleões pousados na Natureza
Tomemos sua calma e alegria
        Por cor da nossa vida,
        Por um jeito do corpo.
Como vidros às luzes transparentes
E deixando cair a chuva triste,
        Só mornos ao sol quente,
        E reflectindo um pouco.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não inquiro do anónimo futuro
        Que serei, pois que tenho,
Qualquer que seja, que vivê-lo. Tiro
        Os olhos do vindouro.
Odeio o que não vejo. Se pudera,
        Vê-lo, grato o não vira.
Se mo mostrarem num quadro, ou o virarem
        Não tenho o que não tenho.
O que o Destino manda, saiba-o ele.
        A ignorância me basta.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não mais pensada que a dos mudos brutos
Se fada a humana vida. Quem destina
        Mais que os gados nos campos
        O fim do seu destino?

"
"Ricardo Reis","Odes de Ricardo Reis","
Não morreram, Neera, os velhos deuses.
Sempre que a humana alegria
        Renasce, eles se voltam
        Para a nossa saudade.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não porque os deuses findaram, alva Lídia, choro...
Mas porque nas bocas de hoje os nomes sobrevivem
Mortos apenas, como nomes em pedras sepulcrais.
        Por isso, Lídia, lamento
Que Vénus em bocas cristãs seja uma palavra dita,
Que Apolo seja um nome que usam quantos
Sequentes de Cristo — e a crença lúcida
        Nos deuses puramente deuses,
Tenha passado e ficado, cinza do que era fogo,
Lama do que era água reflectindo as árvores,
Tronco morto do que dava fruto e florescia.
        Mas se choro, não creio
Menos que ainda existo, como existem os deuses.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não pra mim mas pra ti teço as grinaldas
Que de hera e rosas eu na fronte ponho.
Para mim tece as tuas
Que as minhas eu não vejo.

Um para o outro, mancebo, realizemos
A beleza improfícua mas bastante
De agradar um ao outro
Plo prazer dado aos olhos.

O resto é o fado que nos vai contando
Pelo bater do sangue em nossas frontes
A vida até que chegue
A hora do barqueiro.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não queiras, Lídia, edificar no espaço
Que figuras futuro, ou prometer-te
        Esta ou aquela vida.
        Tu própria és tua vida.
Não te destines. Tu não és futura.
Cumpre hoje, e a gestal taça gosta
        A que prevês seguinte
        Não gozes na que gozas.
Quem sabe se entre a taça que tu bebes
E a que queres que siga a muda Sorte
        Não interpõe, saindo,
        Toda (...)

"
"Ricardo Reis","Odes de Ricardo Reis","
Não quero a fama, que comigo a têm
        Erostrato e o pretor
Ser olhado de todos — que se eu fosse
        Só belo, me olhariam.
O fausto repúdio, porque o compram.
        O amor, porque acontece.
Amigo fui, talvez não contente,
        Porém nato e sem erro.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não quero as oferendas
Com que fingis, sinceros,
Dar-me os dons que me dais.
Dais-me o que perderei,
Chorando-o, duas vezes,
Por vosso e meu, perdido.

Antes mo prometais
Sem mo dardes, que a perda
Será mais na esperança
Que na recordação.

Não terei mais desgosto
Que o contínuo da vida,
Vendo que com os dias
Tarda o que espera, e é nada.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não quero recordar nem conhecer-me.
Somos demais se olhamos em quem somos.
        Ignorar que vivemos
        Cumpre bastante a vida.

Tanto quanto vivemos, vive a hora
Em que vivemos, igualmente morta
        Quando passa connosco,
        Que passamos com ela.

Se sabê-lo não serve de sabê-lo
(Pois sem poder que vale conhecermos?),
        Melhor vida é a vida
        Que dura sem medir-se.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não quero, Cloé, teu amor, que oprime
Porque me exige o amor. Quero ser livre.

A esperança é um dever do sentimento.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não sei de quem recordo meu passado
Que outrem fui quando o fui, nem me conheço
Como sentindo com minha alma aquela
Alma que a sentir lembro.
De dia a outro nos desamparamos.
Nada de verdadeiro a nós nos une —
Somos quem somos, e quem fomos foi
Coisa vista por dentro.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não sei se é amor que tens, ou amor que finges,
O que me dás. Dás-mo. Tanto me basta.
                Já que o não sou por tempo,
                Seja eu jovem por erro.
Pouco os deuses nos dão, e o pouco é falso.
Porém, se o dão, falso que seja, a dadiva
                É verdadeira. Aceito,
                Cerro olhos: é bastante.
                        Que mais quero?

"
"Ricardo Reis","Odes de Ricardo Reis","
Não sem lei, mas segundo leis diversas
Entre os homens reparte o fado e os deuses
        Sem justiça ou injustiça
Prazeres, dores, gozos e perigos.

Bem ou mal, não terás o que mereces.
Querem os deuses a isto obrigar
        Porque o Fado não tem
Leis nossas com que reja a sua lei.

Quem é rei hoje, amanhã escravo cruza
Com o escravo de ontem que é depois rei.
        Sem razão um caiu,
Sem causa nele o outro ascenderá.

Não em nós, mas dos deuses no capricho
E nas sombras p'ra além do seu domínio
        Está o que somos, e temos,
A vida e a morte do que somos nós.

Se te apraz mereceres, que te apraza
Por mereceres, não porque te o Fado
        Dê o prémio ou a paga
De com constância haveres merecido.

Dúbia é a vida, inconstante o que a governa.
O que esperamos nem sempre acontece
        Nem nos falece sempre,
Nem há com que a alma uma ou outra cousa espere.

Torna teu coração digno dos deuses
E deixa a vida incerta ser quem seja.
        O que te acontecer
Aceita. Os deuses nunca se rebelam.

Nas mãos inevitáveis do destino
A roda rápida soterra hoje
        Quem ontem viu o céu
Do transitório auge do seu giro.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não só quem nos odeia ou nos inveja
Nos limita e oprime; quem nos ama
                Não menos nos limita.
Que os deuses me concedam que, despido
De afectos, tenha a fria liberdade
                Dos píncaros sem nada.
Quem quer pouco, tem tudo; quem quer nada
É livre; quem não tem, e não deseja,
                Homem, é igual aos deuses.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não só vinho, mas nele o olvido, deito
Na taça: serei ledo, porque a dita
        É ignara. Quem, lembrando
        Ou prevendo, sorrira?
Dos brutos, não a vida, senão a alma,
Consigamos, pensando; recolhidos
        No impalpável destino
        Que não espera nem lembra.
Com mão mortal elevo à mortal boca
Em frágil taça o passageiro vinho,
        Baços os olhos feitos
        Para deixar de ver.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não tenhas nada nas mãos
Nem uma memória na alma,

Que quando te puserem
Nas mãos o óbolo último,

Ao abrirem-te as mãos
Nada te cairá.

Que trono te querem dar
Que Átropos to não tire?

Que louros que não fanem
Nos arbítrios de Minos?

Que horas que te não tornem
Da estatura da sombra

Que serás quando fores
Na noite e ao fim da estrada.

Colhe as flores mas larga-as,
Das mãos mal as olhaste.

Senta-te ao sol. Abdica
E sê rei de ti próprio.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não tenhas nada nas mãos
Salvo uma memória na alma

Que quando te puserem
Nas mãos o óbolo último

Nada terás deixado.
Tu serás só tu próprio

Não poderão roubar-te
O que nunca tiveste.

Que trono te querem dar
Que Atropos to não tire?...

Que Coroa que não fane
No arbítrio de Minos?

Que horas que não te tornem
Da estatura da sombra

Que serás quando fores
O fim da tua estrada?

Colhe as flores. Abdica
E sê Rei de ti próprio.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não torna ao ramo a folha que o deixou,
Nem com seu mesmo pó se uma outra forma.
O momento, que acaba ao começar
        Este, morreu p'ra sempre.
Não me promete o incerto e vão futuro
Mais do que esta iterada experiência
Da mutada sorte e a condição deserta
        Das cousas e de mim.
Por isso, neste rio universal
De que sou, não uma onda, senão ondas,
Decorro inerte, sem pedido, nem
        Deuses em quem o empregue.

"
"Ricardo Reis","Odes de Ricardo Reis","
Não torna atrás a negregada prole
        Regular de Saturno,
Nem magnos deuses implorados volvem
        Quem foi à luz que vemos.
Moramos, hóspedes na vida, e usamos
        Um tempo do discurso,
Um breve amor, um sorriso breve, e um dia
        Saudoso de todos.

"
"Ricardo Reis","Odes de Ricardo Reis","
Neera, passeemos juntos
Só para nos lembrarmos disto...
Depois quando envelhecermos
E nem os Deuses puderem
Dar cor às nossas faces
E mocidade aos nossos colos,
Lembremo-nos, à lareira,
Cheiinhos de pesar
O ter quebrado o fio,
Lembremo-nos, Neera,
De um dia ter passado
Sem nos termos amado…

"
"Ricardo Reis","Odes de Ricardo Reis","
Negue-me tudo a sorte, menos vê-la,
        Que eu, estóico sem dureza,
Na sentença gravada do Destino
        Quero gozar as letras.

"
"Ricardo Reis","Odes de Ricardo Reis","
Nem da erva humilde se o Destino esquece.
        Saiba a lei o que vive.
De sua natureza murcham rosas
        E prazeres se acabam.
Quem nos conhece, amigo, tais quais fomos?
Nem nós os conhecemos.

"
"Ricardo Reis","Odes de Ricardo Reis","
Nem vã esperança vem, não anos vão,
Desesperança, Lídia, nos governa
        A consumanda vida.
Só espera ou desespera quem conhece
Que há que esperar. Nós, no labento curso
        Do ser, só ignoramos.
Breves no triste gozo desfolhamos
Rosas. Mais breves que nós fingem legar
        A comparada vida.

"
"Ricardo Reis","Odes de Ricardo Reis","
Neste dia em que os campos são de Apolo
Verde colónia dominada a ouro,
Seja como uma dança dentro em nós
        O sentirmos a vida.

Não turbulenta, mas com os seus ritmos
Que a nossa sensação como uma ninfa
Acompanhe em cadências suas a
        Disciplina da dança...

Ao fim do dia quando os campos forem
Império conquistado pelas sombras
Como uma legião que segue marcha
        Abdiquemos do dia,

E na nossa memória coloquemos,
Com um deus novo duma nova terra
Trazido, o que ficou em nós da calma
        Do dia passageiro.

"
"Ricardo Reis","Odes de Ricardo Reis","
Ninguém a outro ama, senão que ama
O que de si há nele, ou é suposto.
Nada te pese que não te amem. Sentem-te
        Quem és, e és estrangeiro.
Cura de ser quem és, amam-te ou nunca.
Firme contigo, sofrerás avaro
        De penas.

"
"Ricardo Reis","Odes de Ricardo Reis","
Ninguém, na vasta selva virgem
Do mundo inumerável, finalmente
        Vê o Deus que conhece.
Só o que a brisa traz se ouve na brisa
O que pensamos, seja amor ou deuses,
        Passa, porque passamos.

"
"Ricardo Reis","Odes de Ricardo Reis","
No breve número de doze meses
O ano passa, e breves são os anos,
                Poucos a vida dura.
Que são doze ou sessenta na floresta
Dos números, e quanto pouco falta
                Para o fim do futuro!
Dois terços já, tão rápido, do curso
Que me é imposto correr descendo, passo.
                Apresso, e breve acabo.
Dado em declive deixo, e invito apresso
                O moribundo passo.

"
"Ricardo Reis","Odes de Ricardo Reis","
No ciclo eterno das mudáveis coisas
Novo Inverno após novo Outono volve
        À diferente terra
        Com a mesma maneira.
Porém a mim nem me acha diferente
Nem diferente deixa-me, fechado
        Na clausura maligna
        Da índole indecisa.
Presa da pálida fatalidade
De não mudar-me, me infiel renovo
        Aos propósitos mudos
        Morituros e infindos.

"
"Ricardo Reis","Odes de Ricardo Reis","
No grande espaço de não haver nada
Que a noite finge, brilham mal os astros.
        Não há lua, e ainda bem.
Neste momento, Lídia, considero
Tudo, e um frio que não há me entra
        Na alma. Não existes.

"
"Ricardo Reis","Odes de Ricardo Reis","
No magno dia até os sons são claros.
Pelo repouso do amplo campo tardam.
        Múrmura, a brisa cala.
Quisera, como os sons, viver das coisas
Mas não ser delas, consequência alada
        Em que o real vai longe.

"
"Ricardo Reis","Odes de Ricardo Reis","
No momento em que vamos pelos prados
E o nosso amor é um terceiro ali,
        Que usurpa que saibamos
        Um ao certo do outro,

Nesse momento, em que o que vemos mesmo
Sem o vermos na própria essência entra
        Da nossa alma comum —
        Lídia, nesse momento

De tão sentir o amor não sei dizer-to,
Antes, se falo, só dos prados falo
        E põe-se música ao meu
        Eros connosco invisível.

"
"Ricardo Reis","Odes de Ricardo Reis","
No mundo, só comigo, me deixaram
        Os deuses que dispõem.
Não posso contra eles: o que deram
        Aceito sem mais nada.
Assim o trigo baixa ao vento, e, quando
        O vento cessa, ergue-se.

"
"Ricardo Reis","Odes de Ricardo Reis","
Nos altos ramos de árvores frondosas
O vento faz um rumor frio e alto.
Nesta floresta, em este som me perco
        E sozinho medito.
Assim no mundo, acima do que sinto,
Um vento faz a vida, e a deixa, e a toma,
E nada tem sentido — nem a alma
        Com que penso sozinho.

"
"Ricardo Reis","Odes de Ricardo Reis","
Nunca a alheia vontade, inda que grata,
Cumpras por própria. Manda no que fazes,
                Nem de ti mesmo servo.
Ninguém te dá quem és. Nada te mude.
Teu íntimo destino involuntário
                Cumpre alto. Sê teu filho.

"
"Ricardo Reis","Odes de Ricardo Reis","
O anel dado ao mendigo é injúria, e a sorte
Dada a quem pensa é infâmia, que quem pensa —
        Quer verdade, e não sorte.

Como um mendigo a quem é dado o nome
De rei, não come dele, mas do prato
        Do rei, minha esperança
Da razão que lia em tê-la se alimenta
        E não do que deseja.

"
"Ricardo Reis","Odes de Ricardo Reis","
O deus Pã não morreu,
Cada campo que mostra
Aos sorrisos de Apolo
Os peitos nus de Ceres —
Cedo ou tarde vereis
Por lá aparecer
O deus Pã, o imortal.

Não matou outros deuses
O triste deus cristão.
Cristo é um deus a mais,
Talvez um que faltava.

Pã continua a dar
Os sons da sua flauta
Aos ouvidos de Ceres
Recumbente nos campos.

Os deuses são os mesmos,
Sempre claros e calmos,
Cheios de eternidade
E desprezo por nós,
Trazendo o dia e a noite
E as colheitas douradas
Sem ser para nos dar
O dia e a noite e o trigo
Mas por outro e divino
Propósito casual.

"
"Ricardo Reis","Odes de Ricardo Reis","
O mar jaz. Gemem em segredo os ventos
Em Éolo cativos,
Apenas com as pontas do tridente
Franze as águas Neptuno,
E a praia é alva e cheia de pequenos
Brilhos sob o sol claro.
Eu quisera, Neera, que o momento,
Que ora vemos, tivesse
O sentido preciso de uma frase
Visível nalgum livro.
Assim verias que certeza a minha
Quando sem te olhar digo
Que as cousas são o diálogo que os deuses
Brincam tendo connosco.
Se esta breve ciência te coubesse,
Nunca mais julgarias
Ou solene ou ligeira a clara vida,
Mas nem leve nem grave,
Nem falsa ou certa, mas assim, divina
E plácida, e mais nada.

"
"Ricardo Reis","Odes de Ricardo Reis","
O que sentimos, não o que é sentido,
É o que temos. Claro, o Inverno triste
Como à sorte o acolhamos.
Haja Inverno na terra, não na mente.
E, amor a amor, ou livro a livro, amemos
                Nossa caveira breve.

"
"Ricardo Reis","Odes de Ricardo Reis","
O rastro breve que das ervas moles
Ergue o pé findo, o eco que oco coa,
                A sombra que se adumbra,
                O branco que a nau larga —
Nem maior nem melhor deixa a alma às almas,
O ido aos indos. A lembrança esquece.
                Mortos, inda morremos.
                Lídia, somos só nossos.

"
"Ricardo Reis","Odes de Ricardo Reis","
O relógio de sol partido marca
Do mesmo modo que o inteiro o lapso
        Da mesma hora perdida…
O mesmo gozo com que esqueço, ou o creio,
A vida, finda, me a mim mesmo mostra
        Mais fatal e mortal,
Para onde quer que siga a certa noite
        Quer ou não a vejamos.

"
"Ricardo Reis","Odes de Ricardo Reis","
O ritmo antigo que há nos pés descalços
Esse ritmo das ninfas copiado
        Quando sob arvoredos
        Batem o som da dança —

Pelas praias às vezes, quando brincam
Ante onde a Apolo se Neptuno alia
        As crianças maiores,
        Têm semelhanças breves

              
            
Com versos já longínquos em que Horácio
Ou mais clássicos gregos aceitavam
        A vida por dos deuses
        Sem mais preces que a vida.

Por isso à beira deste mar, donzelas,
Conduzi  vossa dança ao som de risos
        Soberbamente antigas
        Pelos pés nus e a dança

Enquanto sobre vós arqueia Apolo
Como um ramo alto o azul e a luz da hora
        E há o rito primitivo
        Do mar lavando as costas.

"
"Ricardo Reis","Odes de Ricardo Reis","
O sono é bom pois despertamos dele
Para saber que é bom. Se a morte é sono
        Despertaremos dela;
        Se não, e não é sono,

Conquanto em nós é nosso a refusemos
Enquanto em nossos corpos condenados
        Dura, do carcereiro,
        A licença indecisa

Lídia, a vida mais vil antes que a morte,
Que desconheço, quero; e as flores colho
        Que te entrego, votivas
        De um pequeno destino.

"
"Ricardo Reis","Odes de Ricardo Reis","
Olho os campos, Neera
Verdes campos, e sinto
Como virá um dia
Em que não mais os veja.

Par de árvores cobre
O céu aqui sem nuvens
E faz correr mais triste
A viva e alegre linfa.

Mas por um só momento
Fugaz e passageiro
Esta ideia eu emprego
Para o seu uso triste.

Cedo me volve a calma
Com que me faço o espelho
Do céu imperturbado
E da fonte insciente.

Deixa o futuro, — porque
Não está aqui, não é nada;
Só o fugaz presente
Enquanto dura existe.

Vive a imperfeita hora
Sem olhar além dela
E sem nada esperares
Dos homens, nem dos deuses.

"
"Ricardo Reis","Odes de Ricardo Reis","
Olho os campos, Neera,
Verdes campos, e sinto
Que um dia virá a hora
Em que não mais os olhe.

Tranquilo, apenas gozo,
Como brincando, o orgulho
Da serena tristeza
Filha da clara visão.

"
"Ricardo Reis","Odes de Ricardo Reis","
Olho os campos, Neera,
Verdes campos, e penso
Em que virá um dia
Em que não mais os olhe.

Isto se o meditar,
Me toldará os céus
E fará menos verdes
Os verdes campos reais.

Ah! Neera, o futuro
Ao futuro deixemos.
O que não está presente
Não existe pra nós.

Hoje não tenho nada
Senão os verdes campos
E o céu azul por cima.
Seja isto todo o mundo.

"
"Ricardo Reis","Odes de Ricardo Reis","
Os deuses desterrados
Os irmãos de Saturno
Às vezes no crepúsculo
Vêm espreitar a vida…

Vêm então ter connosco
Remorsos e saudades...
É a presença deles,
Deuses que o destroná-los
Tornou espirituais,
De matéria divina
Longínqua e inactiva...
E o poente tem cores
De tristeza e cansaços.
E ouve-se soluçar
Para além das esferas
Hipérion que chora
O seu palácio antigo
Que Apolo lhe roubou...

"
"Ricardo Reis","Odes de Ricardo Reis","
Os deuses desterrados,
Os irmãos de Saturno,
Às vezes, no crepúsculo
Vêm espreitar a vida.

Vêm então ter connosco
Remorsos e saudades
E sentimentos falsos.
É a presença deles,
Deuses que o destroná-los
Tornou espirituais,
De matéria vencida,
Longínqua e inactiva.

Vêm, inúteis forças,
Solicitar em nós
As dores e os cansaços,
Que nos tiram da mão,
Como a um bêbedo mole,
A taça da alegria.

Vêm fazer-nos crer,
Despeitadas ruínas
De primitivas forças,
Que o mundo é mais extenso
Que o que se vê e palpa,
Para que ofendamos
A Júpiter e a Apolo.

Assim até à beira
Terrena do horizonte
Hiperíon no crepúsculo
Vem chorar pelo carro
Que Apolo lhe roubou.

E o poente tem cores
Da dor dum deus longínquo
E ouve-se soluçar
Para além das esferas...
Assim choram os deuses.

"
"Ricardo Reis","Odes de Ricardo Reis","
Os deuses e os Messias que são deuses
Passam, e os sonhos vãos que são
Messias.
        A terra muda dura.
Nem deuses, nem Messias, nem ideias
Que trazem rosas. Minhas são se as tenho.
        Se as tenho, que mais quero?

"
"Ricardo Reis","Odes de Ricardo Reis","
       Os deuses são felizes.
Vivem a vida calma das raízes.
Seus desejos o Fado não oprime,
        Ou, oprimindo, redime
        Com a vida imortal
Não há sombras ou outros que os contristem.
        E, além disto, não existem…

"
"Ricardo Reis","Odes de Ricardo Reis","
Outros com liras ou com harpas narram,
       Eu com meu pensamento.
Que, por meio de música, acham nada
        Se acham só o que sentem.
Mais pesam as palavras que, medidas,
        Dizem que o mundo existe.

"
"Ricardo Reis","Odes de Ricardo Reis","
Ouvi contar que outrora, quando a Pérsia
Tinha não sei qual guerra,
Quando a invasão ardia na Cidade
E as mulheres gritavam,
Dois jogadores de xadrez jogavam
O seu jogo contínuo.

À sombra de ampla árvore fitavam
O tabuleiro antigo,
E, ao lado de cada um, esperando os seus
Momentos mais folgados,
Quando havia movido a pedra, e agora
Esperava o adversário,
Um púcaro com vinho refrescava
Sobriamente a sua sede.

Ardiam casas, saqueadas eram
As arcas e as paredes,
Violadas, as mulheres eram postas
Contra os muros caídos,
Traspassadas de lanças, as crianças
Eram sangue nas ruas...
Mas onde estavam, perto da cidade,
E longe do seu ruído,
Os jogadores de xadrez jogavam
O jogo do xadrez.

Inda que nas mensagens do ermo vento
Lhes viessem os gritos,
E, ao reflectir, soubessem desde a alma
Que por certo as mulheres
E as tenras filhas violadas eram
Nessa distância próxima,
Inda que, no momento que o pensavam,
Uma sombra ligeira
Lhes passasse na fronte alheada e vaga,
Breve seus olhos calmos
Volviam sua atenta confiança
Ao tabuleiro velho.

Quando o rei de marfim está em perigo,
Que importa a carne e o osso
Das irmãs e das mães e das crianças?

Quando a torre não cobre
A retirada da rainha branca,
O saque pouco importa.
E quando a mão confiada leva o xeque
Ao rei do adversário,
Pouco pesa na alma que lá longe
Estejam morrendo filhos.

Mesmo que, de repente, sobre o muro
Surja a sanhuda face
Dum guerreiro invasor, e breve deva
Em sangue ali cair
O jogador solene de xadrez,
O momento antes desse
(É ainda dado ao cálculo dum lance
Pra a efeito horas depois)
É ainda entregue ao jogo predilecto
Dos grandes indiferentes.

Caiam cidades, sofram povos, cesse
A liberdade e a vida,
Os haveres tranquilos e avitos
Ardem e que se arranquem,
Mas quando a guerra os jogos interrompa,
Esteja o rei sem xeque,
E o de marfim peão mais avançado
Pronto a comprar a torre.

Meus irmãos em amarmos Epicuro
E o entendermos mais
De acordo com nós-próprios que com ele,
Aprendamos na história
Dos calmos jogadores de xadrez
Como passar a vida.

Tudo o que é sério pouco nos importe,
O grave pouco pese,
O natural impulsa dos instintos
Que ceda ao inútil gozo
(Sob a sombra tranquila do arvoredo)
De jogar um bom jogo.

O que levamos desta vida inútil
Tanto vale se é
A glória; a fama, o amor, a ciência, a vida,
Como se fosse apenas
A memória de um jogo bem jogado
E uma partida ganha
A um jogador melhor.

A glória pesa como um fardo rico,
A fama como a febre,
O amor cansa, porque é a sério e busca,
A ciência nunca encontra,
E a vida passa e dói porque o conhece...

O jogo do xadrez
Prende a alma toda, mas, perdido, pouco
Pesa, pois não é nada.

Ah! sob as sombras que sem querer nos amam,
Com um púcaro de vinho
Ao lado, e atentos só à inútil faina
Do jogo do xadrez,
Mesmo que o jogo seja apenas sonho
E não haja parceiro,
Imitemos os persas desta história,
E, enquanto lá por fora,
Ou perto ou longe, a guerra e a pátria e a vida
Chamam por nós, deixemos
Que em vão nos chamem, cada um de nós
Sob as sombras amigas
Sonhando, ele os parceiros, e o xadrez
A sua indiferença.

"
"Ricardo Reis","Odes de Ricardo Reis","
Para os deuses as cousas são mais cousas.
Não mais longe eles vêem, mas mais claro
        Na certa Natureza
        E a contornada vida...

Não no vago que mal vêem (...)
Orla misteriosamente os seres,
        Mas nos detalhes claros
        (...) estão seus olhos.

A Natureza é só uma superfície.
Na sua superfície ela é profunda
        E tudo contém muito
        Se os olhos bem olharem.

Aprende pois, tu, das chistãs angústias,
O traidor à multíplice presença
        Dos deuses, a não teres
        Véus nos olhos nem na alma.

"
"Ricardo Reis","Odes de Ricardo Reis","
Para os deuses as coisas são mais coisas.
Não mais longe eles vêem, mas mais claro
Na certa Natureza
E a contornada vida...
Não no vago que mal vêem
Orla misteriosamente os seres,
Mas nos detalhes claros
Estão seus olhos.
A Natureza é só uma superfície.
Na sua superfície ela é profunda
E tudo contém muito
Se os olhos bem olharem.
Aprende, pois, tu, das cristãs angústias,
Ó traidor à multíplice presença
Dos deuses, a não teres
Véus nos olhos nem na alma.

"
"Ricardo Reis","Odes de Ricardo Reis","
Para quê complicar inutilmente,
Pensando, o que impensado existe? Nascem
        Ervas sem razão dada —
Para elas olhos, não razões, tenhamos.
Como através de um rio as contemplemos.

"
"Ricardo Reis","Odes de Ricardo Reis","
Para ser grande, sê inteiro: nada
        Teu exagera ou exclui.
Sê todo em cada coisa. Põe quanto és
        No mínimo que fazes.
Assim em cada lago a lua toda
        Brilha, porque alta vive.

"
"Ricardo Reis","Odes de Ricardo Reis","
Passando a vida em ver passar a de outros,
Botões de flor de um esforço nunca aberto
Na antiga semelhança com os deuses
        Que andam nos campos
A ensinar aos que as Parcas não ignoram
Como a vida se deve usar, e como
Há outro uso que agrícola dos campos
        E outro das fontes
Que beber delas na hora da sede.
Passando assim a vida, destruindo
O que fiamos ontem  (...)
        Penélopes tristes.

"
"Ricardo Reis","Odes de Ricardo Reis","
Pensa quantos, no ardor da jovem ida,
Um destino parou; quantos, obtendo
        Da meta inesperada
        (...)

Não esperes nem consigas; enche a taça
E abdica: tudo é natural e estranho.
        Nem justos nem injustos
        São os Deuses, senão outros.

O conseguido é dado; tudo é imposto.
Prazer ou mágoa, são qual sol ou chuva,
        Dados, ora são desejos
        Ora ao (...)

(...)
(...) esperanças breves;
        Quantos, que à meta imposta
A só esperança lembrada antequiseram.

Tal porque morre cai, tal porque vive.
O que se cumpre nunca se quisera,
        Salvo se a morte é cega
        Do pó do (...) 

"
"Ricardo Reis","Odes de Ricardo Reis","
Pequena vida consciente
A quem outra persegue
A imagem repetida
Do abismo onde perdê-la.

"
