"Autor";"Obra";"Poema"
"Álvaro de Campos";"PASSAGEM DAS HORAS";"
Sentir tudo de todas as maneiras,
Viver tudo de todos os lados,
Ser a mesma coisa de todos os modos possíveis ao mesmo tempo,
Realizar em si toda a humanidade de todos os momentos
Num só momento difuso, profuso, completo e longínquo.

Eu quero ser sempre aquilo com quem simpatizo,
Eu torno-me sempre, mais tarde ou mais cedo,
Aquilo com quem simpatizo, seja uma pedra ou uma ânsia,
Seja uma flor ou uma ideia abstracta,
Seja uma multidão ou um modo de compreender Deus.
E eu simpatizo com tudo, vivo de tudo em tudo.
São-me simpáticos os homens superiores porque são superiores,
E são-me simpáticos os homens inferiores porque são superiores também,
Porque ser inferior é diferente de ser superior,
E por isso é uma superioridade a certos momentos de visão.
Simpatizo com alguns homens pelas suas qualidades de carácter,
E simpatizo com outros pela sua falta dessas qualidades,
E com outros ainda simpatizo por simpatizar com eles,
E há momentos absolutamente orgânicos em que esses são todos os homens.
Sim, como sou rei absoluto na minha simpatia,
Basta que ela exista para que tenha razão de ser.
Estreito ao meu peito arfante num abraço comovido
(No mesmo abraço comovido)
O homem que dá a camisa ao pobre que desconhece,
O soldado que morre pela pátria sem saber o que é pátria,
E...
E o matricida, o fratricida, o incestuoso, o violador de crianças,
O ladrão de estradas, o salteador dos mares,
O gatuno de carteiras, o sombra que espera nas vielas —
Todos são a minha amante predilecta pelo menos um momento na vida.
Beijo na boca todas as prostitutas,
Beijo sobre os olhos todos os souteneurs,
A minha passividade jaz aos pés de todos os assassinos,
E a minha capa à espanhola esconde a retirada a todos os ladrões.
Tudo é razão de ser da minha vida.

Cometi todos os crimes,
Vivi dentro de todos os crimes
(Eu próprio fui, não um nem o outro no vício,
Mas o próprio vício-pessoa praticado entre eles,
E dessas são as horas mais arco-de-triunfo da minha vida).

Multipliquei-me para me sentir,
Para me sentir, precisei sentir tudo,
Transbordei, não fiz senão extravasar-me,
Despi-me entreguei-me.
E há em cada canto da minha alma um altar a um deus diferente.

Os braços de todos os atletas apertaram-me subitamente feminino,
E eu só de pensar nisso desmaiei entre músculos supostos.

Foram dados na minha boca os beijos de todos os encontros,
Acenaram no meu coração os lenços de todas as despedidas,
Todos os chamamentos obscenos de gestos e olhares
Batem-me em cheio em todo o corpo com sede nos centros sexuais.
Fui todos os ascetas, todos os postos-de-parte, todos os como que esquecidos,
E todos os pederastas — absolutamente todos (não faltou nenhum).
Rendez-vous a vermelho e negro no fundo-inferno da minha alma!

(Freddie, eu chamava-te Baby, porque tu eras louro, branco e eu amava-te,
Quantas imperatrizes por reinar e princesas destronadas tu foste para mim!
Mary, com quem eu lia Burns em dias tristes como sentir-se viver,
Mary, mal tu sabes quantos casais honestos, quantas famílias felizes,
Viveram em ti os meus olhos e o meu braço cingindo e a minha consciência incerta,
A sua vida pacata, as suas casas suburbanas com jardim, os seus half-holidays inesperados...
Mary, eu sou infeliz...
Freddie, eu sou infeliz...
Oh, vós todos, todos vós, casuais, demorados,
Quantas vezes tereis pensado em pensar em mim, sem que o fizésseis,
Ah, quão pouco eu fui no que sois, quão pouco, quão pouco —
Sim, e o que tenho eu sido, ó meu subjectivo universo,
Ó meu sol, meu luar, minhas estrelas, meu momento,
Ó parte externa de mim perdida em labirintos de Deus!)

Passa tudo, todas as coisas num desfile por mim dentro,
E todas as cidades do mundo rumorejam-se dentro de mim...

Meu coração tribunal, meu coração mercado, meu coração sala da Bolsa, meu coração balcão de Banco,
Meu coração rendez-vous de toda a humanidade,
Meu coração banco de jardim público, hospedaria, estalagem, calabouço número qualquer coisa,
(«Aqui estuvo ei Manolo en visperas de ir al patibulo»)
Meu coração club, sala, plateia, capacho, guichet, portaló,
Ponte, cancela, excursão, marcha, viagem, leilão, feira, arraial,
Meu coração postigo,
Meu coração encomenda,
Meu coração carta, bagagem, satisfação, entrega,
Meu coração a margem, o limite, a súmula, o índice,
Eh-lá, eh-lá, eh-lá, bazar o meu coração.

Todas as madrugadas são a madrugada e a vida.
Todas as auroras raiam no mesmo lugar:
Infinito...
Todas as alegrias de ave vêm da mesma garganta,
Todos os estremecimentos de folhas são da mesma árvore,
E todos os que se levantam cedo para ir trabalhar
Vão da mesma casa para a mesma fábrica por o mesmo caminho...

Rola, bola grande, formigueiro de consciências, terra,
Rola, auroreada, entardecida, a prumo sobre sóis, nocturna,
Rola no espaço abstracto, na noite mal iluminada realmente
Rola e (...)

Sinto na minha cabeça a velocidade do giro da terra,
E todos os países e todas as pessoas giram dentro de mim,
Centrífuga ânsia, raiva de ir por os ares até aos astros
Bate pancadas de encontro ao interior do meu crânio,
Põe-me alfinetes vendados por toda a consciência do meu corpo,
Faz-me levantar-me mil vezes e dirigir-me para Abstracto,
Para inencontrável, Ali sem restrições nenhumas,
A Meta invisível todos os pontos onde eu não estou, e ao mesmo tempo
(...)
Ah, não estar parado nem a andar,
Não estar deitado nem de pé,
Nem acordado nem a dormir,
Nem aqui nem noutro ponto qualquer,
Resolver a equação desta inquietação prolixa,
Saber onde estar para poder estar em toda a parte,
Saber onde deitar-me para estar passeando por todas as ruas,
Saber onde (...)

Ho-ho-ho-ho-ho-ho-ho
HO-HO-HO-HO-HO-HO-HO
HO-HO-HO-HO-HO-HO-HO
HO-HO-HO-HO-HO-HO-HO

Cavalgada alada de mim por cima de todas as coisas,
Cavalgada estalada de mim por baixo de todas as coisas,
Cavalgada alada e estalada de mim por causa de todas as coisas...
Hup-la por cima das árvores, hup-la por baixo dos tanques,
Hup-la contra as paredes, hup-la raspando nos troncos,
Hup-la no ar, hup-la no vento, hup-la, hup-la nas praias,
Numa velocidade crescente, insistente, violenta,
Hup-la hup-la hup-la hup-la......  

Cavalgada panteísta de mim por dentro de todas as coisas,
Cavalgada energética por dentro de todas as energias,
Cavalgada de mim por dentro do carvão que se queima, da lâmpada que arde
De todos os consumos de energia
Cavalgada de mil amperes, [...]
Cavalgada explosiva, explodida como uma bomba que rebenta
Cavalgada rebentando para todos os lados ao mesmo tempo,
Cavalgada por cima do espaço, salto por cima do tempo,
Galga, cavalo electrão — ião —, sistema solar resumido
Por dentro da acção dos êmbolos, por fora do giro dos volantes.
Dentro dos êmbolos, tornado velocidade abstracta e louca,
Ajo a ferro e velocidade, vai-vem, loucura, raiva contida,
Atado ao rasto de todos os volantes giro assombrosas horas,
E todo o universo range, estraleja e estropia-se em mim.

Ho-ho-ho-ho-ho...
Cada vez mais depressa, cada vez mais com o espírito adiante do corpo
Adiante da própria ideia veloz do corpo projectado,
Com espírito atrás adiante do corpo, sombra, chispa,

              He-la-ho-ho... 
              Helahoho.
            

Toda a energia é a mesma e toda a natureza é o mesmo...
A seiva da seiva das árvores é a mesma energia que mexe
As rodas da locomotiva, as rodas do eléctrico, os volantes dos Diesel,
E um carro puxado a mulas ou a gasolina é puxado pela mesma coisa.

Raiva panteísta de sentir em mim formidandamente,
Com todos os meus sentidos em ebulição, com todos os meus poros em fumo,
Que tudo é uma só velocidade, uma só energia, uma só divina linha
De si para si, parada a ciciar violências de velocidade louca...

Ho-ho-ho-ho-ho-ho-ho
HO-HO-HO-HO-HO-HO-HO
HO-HO-HO-HO-HO-HO-HO
HO-HO-HO-HO-HO-HO-HO

Ave, salve, viva a unidade veloz de tudo!
Ave. salve, viva a igualdade de tudo em seta!
Ave, salve, viva a grande máquina universo!
Ave, que sois o mesmo, árvores, máquinas, leis,
Ave, que sois o mesmo, vermes, êmbolos, ideias abstractas,
A mesma seiva vos enche, a mesma seiva vos torna,
A mesma coisa sois, e o resto é por fora e falso,
O resto, o estático resto que fica nos olhos que param,
Mas não nos meus nervos motor de explosão a óleos pesados ou leves,
Não nos meus nervos todas as máquinas, todos os sistemas de engrenagem,
Nos meus nervos locomotiva, carro-eléctrico, automóvel, debulhadora a vapor,
Nos meus nervos máquina marítima, Diesel, semi-Diesel, Campbell,
Nos meus nervos instalação absoluta a vapor, a gás, a óleo e a electricidade,
Máquina universal movida por correias de todos os momentos!
Comboio parte-te de encontro ao resguardo da linha de desvio!
Vapor navega direito ao cais e racha-te contra ele!
Automóvel guiado pela loucura de todo o universo precipita-te
Por todos os precipícios abaixo
E choca-te, trz!, esfrangalha-te no fundo do meu coração!

À moi, todos os objectos projécteis!
À moi, todos os objectos direcções!
À moi, todos os objectos invisíveis de velozes!
Batam-me, trespassem-me, ultrapassem-me!
Sou eu que me bato, que me trespasso, que me ultrapasso!
A raiva de todos os ímpetos fecha em círculo-mim!

Hela-hoho comboio, automóvel, aeroplano minhas ânsias,
Velocidade entra por todas as ideias dentro,
Choca de encontro a todos os sonhos e parte-os,
Chamusca todos os ideais humanitários e úteis,
Atropela todos os sentimentos normais, decentes, concordantes,
Colhe no giro do teu volante vertiginoso e pesado
Os corpos de todas as filosofias, os trapos de todos os poemas,
Esfrangalha-os e fica só tu, volante abstracto nos ares,
Senhor supremo da hora europeia metálico e cio.

Vamos, que a cavalgada não tenha fim nem em Deus!
Vamos que mesmo eu fique atrás da cavalgada, que eu fique
Arrastado à cauda do cavalo, torcido, rasgado, perdido
Em queda, meu corpo e minha alma atrás da minha ânsia abstracta
Da minha ânsia vertiginosa de ultrapassar o universo,
De deixar Deus atrás como um marco miliário nulo,
De deixar o m(...)

Dói-me a imaginação não sei como, mas é ela que dói.
Declina dentro de mim o sol no alto do céu.
Começa a tender a entardecer no azul e nos meus nervos.
Vamos ó cavalgada, quem mais me consegues tornar?
Eu que, veloz, voraz, comilão da energia abstracta,
Queria comer, beber, esfolar e arranhar o mundo,
Eu, que só me contentaria com calcar o universo aos pés,
Calcar, calcar, calcar até não sentir...
Eu, sinto que ficou fora do que imaginei tudo o que quis,
Que embora eu quisesse tudo, tudo me faltou,
(...)

Cavalgada desmantelada por cima de todos os cimos,
Cavalgada desarticulada por baixo de todos os poços,
Cavalgada voo, cavalgada seta, cavalgada pensamento-relâmpago,
Cavalgada eu, cavalgada eu, cavalgada o universo-eu.
Helahoho-o-o-o-o-o-o-o...

Meu ser elástico, mola, agulha, trepidação...

"
"Fernando Pessoa";"Poesia lírica";"
A água da chuva desce a ladeira.
        É uma água ansiosa.
Faz lagos e rios pequenos, e cheira 
        A terra a ditosa.

Há muito que contar a dor e o pranto 
        De o amor os não querer...
Mas eu, que também o não tenho, o que canto 
        É uma coisa qualquer.

"
"Fernando Pessoa";"Poesia lírica";"
A aranha do meu destino
Faz teias de eu não pensar.
Não soube o que era em menino,
Sou adulto sem o achar.
É que a teia, de espalhada
Apanhou-me o querer ir...
Sou uma vida baloiçada
Na consciência de existir
A aranha da minha sorte
Faz teia de muro a muro...
Sou presa do meu suporte.

"
"Fernando Pessoa";"Poesia lírica";"
A criança que ri na rua,
A música que vem no acaso,
A tela absurda, a estátua nua,
A bondade que não tem prazo —

Tudo isso excede este rigor
Que o raciocínio dá a tudo,
E tem qualquer coisa de amor,
Ainda que o amor seja mudo.

"
"Fernando Pessoa";"Poesia lírica";"
A esperança como um fósforo inda aceso,
Deixei no chão, e entardeceu no chão ileso.
A falha social do meu destino
Reconheci, como um mendigo preso.

Cada dia me traz com que esperar
O que dia nenhum poderá dar.
Cada dia me cansa da esperança...
Mas viver é esperar e se cansar.

O prometido nunca será dado
Porque no prometer cumpriu-se o fado.
O que se espera, se a esperança é gosto,
Gastou-se no esperá-lo, e está acabado.

Quanta acha vingança contra o fado
Nem deu o verso que a dissesse, e o dado
Rolou da mesa abaixo, oculta a carta,
Nem o buscou o jogador cansado.

"
"Fernando Pessoa";"Poesia lírica";"
A mão posta sobre a mesa,
A mão abstracta, esquecida,
Margem da minha vida...
A mão que pus sobre a mesa
Para mim mesmo é surpresa.
Porque a mão é o que temos
Ou define quem não somos.
Com ela aquilo fazemos

[...]

"
"Fernando Pessoa";"Poesia lírica";"
A montanha por achar
Há-de ter, quando a encontrar,
Um templo aberto na pedra
Da encosta onde nada medra.

O santuário que tiver,
Quando o encontrar, há-de ser
Na montanha procurada
E na gruta ali achada.

A verdade, se ela existe,
Ver-se-á que só consiste
Na procura da verdade,
Porque a vida é só metade.

"
"Fernando Pessoa";"Poesia lírica";"
A morte chega cedo,
Pois breve é toda vida
O instante é o arremedo
De uma coisa perdida.

O amor foi começado,
O ideal não acabou,
E quem tenha alcançado
Não sabe o que alcançou.

E a tudo isto a morte
Risca por não estar certo
No caderno da sorte
Que Deus deixou aberto.

"
"Fernando Pessoa";"Poesia lírica";"
A nuvem veio e o sol parou.
Foi vento ou ocasião que a trouxe?
Não sei: a luz se nos velou
Como se luz a sombra fosse.

Às vezes, quando a vida passa 
Por sobre a alma que é ninguém, 
A sensação torna-se baça 
E pensar é não sentir bem.

Sim, é como isto: pelo céu
Vai uma nuvem destroçada 
Que é véu, mau véu, ou quase véu, 
E, como tudo, não é nada.

"
"Fernando Pessoa";"Poesia lírica";"
A pálida luz da manhã de Inverno, 
        O cais e a razão
Não dão mais esperança, nem uma esperança sequer, 
        Ao meu coração.
        O que tem que ser
Será, quer eu queira que seja ou que não.

No rumor do cais, no bulício do rio 
        Na rua a acordar
Não há mais sossego, nem um vazio sequer, 
        Para o meu esperar.
        O que tem que não ser
Algures será, se o pensei; tudo mais é sonhar.

"
"Fernando Pessoa";"Poesia lírica";"
A quem a Natureza não fez belo
Com seu corpo lhe disse: Tu não ames!
A fealdade é o destinado selo
Com que uma alma é votada à solidão.

"
"Fernando Pessoa";"Poesia lírica";"
A tua carne calma
        Presente não tem ser,
Os meus desejos são cansaços.
Quem querem ter nos braços
        É a ideia de te ter.

"
"Fernando Pessoa";"Poesia lírica";"
A tua voz fala amorosa...
Tão meiga fala que me esquece
Que é falsa a sua branda prosa.
Meu coração desentristece.

Sim, como a música sugere
O que na música não está,
Meu coração nada mais quer
Que a melodia que em ti há...

Amar-me? Quem o crera? Fala
Na mesma voz que nada diz
Se és uma música que embala.
Eu ouço, ignoro, e sou feliz.

Nem há felicidade falsa,
Enquanto dura é verdadeira.
Que importa o que a verdade exalça
Se sou feliz desta maneira?

"
"Fernando Pessoa";"Poesia lírica";"
Ah, a esta alma que não arde
Não envolve, porque ama
A esperança, ainda que vã,
O esquecimento que vive
Entre o orvalho da tarde
E o orvalho da manhã.

"
"Fernando Pessoa";"Poesia lírica";"
Ah, bate leve, mais levemente!
Eu julguei morto meu coração
Na hora passa, como demente
Ophelia indo para a corrente,
Não sei que incerta minha emoção,

Julguei-te morto, coração triste,
Que nada fazes salvo doer.
Julguei-te morto, e ainda existe
Na tua cinza algum fogo e resiste
Em ti ainda o mal de sofrer.
……
Coração triste, vibras incerto,
Gemes na tua desolação.
Que oásis falso no teu deserto
Não foi esta vaga miragem perto
Da tua inútil consolação!
……
Recolhe, monge definitivo 
Ao peito aonde te abrigas
(…)
……
Sê firme, crê que ninguém deseja
O teu asilo ou o teu abrigo.
Em teu deserto nada viceja.
Quem queres tu que te queira...
Coração triste, vive contigo.
……
Abdica e vive de não viver!
……
Pobre criança que queria ter 
Em toda a vida canções de amor (…)

"
"Fernando Pessoa";"Poesia lírica";"
Ah, já está tudo lido,
Mesmo o que falta ler!
Sonho, e ao meu ouvido
Que música vem ter?

Se escuto, nenhuma.
Se não ouço ao luar
Uma voz que é bruma
Entra em meu sonhar.

E esta é a voz que canta
Se não sei ouvir...
Tudo em mim se encanta
E esquece sentir.

O que a voz canta
Para sempre agora
Na alma me fica
Se a alma me ignora.

Sinto, quero, sei-me
Só há ter perdido —
E o eco onde sonhei-me
Esquece do meu ouvido.

"
"Fernando Pessoa";"Poesia lírica";"
Ah, quero as relvas e as crianças!
Quero o coreto com a banda!
Quero os brinquedos e as danças —
A corda com que a alma anda.

Quero ver todas brincar
Num jardim onde se passa,
Para ver se posso achar
Onde está minha desgraça.

Ah, mas minha desgraça está
Em eu poder querer isto —
Poder desejar o que há.

[...]

"
"Fernando Pessoa";"Poesia lírica";"
Ah, sempre no curso leve do tempo pesado
A mesma forma de viver!
O mesmo modo inútil de estar enganado
Por crer ou por descrer!

Sempre, na fuga ligeira da hora que morre,
A mesma desilusão
Do mesmo olhar lançado do alto da torre
Sobre o plaino vão!

Saudade, esperança — muda o nome, fica 
Só a alma vã
Na pobreza de hoje a consciência de ser rica
Ontem ou amanhã.

Sempre, sempre, no lapso indeciso e constante
Do tempo sem fim
O mesmo momento voltando improfícuo e distante
Do que quero em mim!

Sempre, ou no dia ou na noite, sempre — seja
Diverso — o mesmo olhar de desilusão
Lançado do alto da torre da ruína da igreja
Sobre o plaino vão!

"
"Fernando Pessoa";"Poesia lírica";"
Ah, só eu sei
Quanto dói meu coração
Sem fé nem lei,
Sem melodia nem razão.

Só eu, só eu,
E não o posso dizer
Porque sentir é como o céu,
Vê-se mas não há nele que ver.

"
"Fernando Pessoa";"Poesia lírica";"
Ah, toca suavemente
Como a quem vai chorar
Qualquer canção tecida
De artifício e de luar —
Nada que faça lembrar 
                A vida.

Prelúdio de cortesias,
Ou sorriso que passou...
Jardim longínquo e frio...
E na alma de quem o achou
Só o eco absurdo do voo 
                Vazio.

"
"Fernando Pessoa";"Poesia lírica";"
Amei-te e por te amar
Só a ti eu não via...
Eras o céu e o mar,
Eras a noite e o dia...
Só quando te perdi
É que eu te conheci...

Quando te tinha diante
Do meu olhar submerso
Não eras minha amante...
Eras o Universo...
Agora que te não tenho,
És só do teu tamanho.

Estavas-me longe na alma,
Por isso eu não te via...
Presença em mim tão calma,
Que eu a não sentia.
Só quando meu ser te perdeu
Vi que não eras eu.

Não sei o que eras. Creio
Que o meu modo de olhar,
Meu sentir meu anseio
Meu jeito de pensar...
Eras minha alma, fora
Do Lugar e da Hora...

Hoje eu busco-te e choro
Por te poder achar
Não sequer te memoro
Como te tive a amar...
Nem foste um sonho meu...
Porque te choro eu?

Não sei... Perdi-te, e és hoje
Real no [...] real...
Como a hora que foge,
Foges e tudo é igual
A si-próprio e é tão triste
O que vejo que existe.

Em que és [...J fictício,
Em que tempo parado
Foste o (...) cilício
Que quando em fé fechado
Não sentia e hoje sinto
Que acordo e não me minto...

[...] tuas mãos, contudo,
Sinto nas minhas mãos,
Nosso olhar fixo e mudo
Quantos momentos vãos
Pra além de nós viveu
Nem nosso, teu ou meu...

Quantas vezes sentimos
Alma nosso contacto
Quantas vezes seguimos
Pelo caminho abstracto
Que vai entre alma e alma…
Horas de inquieta calma!

E hoje pergunto em mim
Quem foi que amei, beijei
Com quem perdi o fim
Aos sonhos que sonhei…
Procuro-te e nem vejo
O meu próprio desejo…

Que foi real em nós?
Que houve em nós de sonho?
De que Nós fomos de que voz
O duplo eco risonho
Que unidade tivemos?
O que foi que perdemos?

Nós não sonhámos. Eras
Real e eu era real.
Tuas mãos — tão sinceras…
Meu gesto — tão leal...
Tu e eu lado a lado...
Isto... e isto acabado...

Como houve em nós amor
E deixou de o haver?
Sei que hoje é vaga dor
O que era então prazer...
Mas não sei que passou
Por nós e acordou...

Amámo-nos deveras?
Amamo-nos ainda?
Se penso vejo que eras
A mesma que és... E finda
Tudo o que foi o amor;
Assim quase sem dor.

Sem dor... Um pasmo vago
De ter havido amar...
Quase que me embriago
De mal poder pensar...
O que mudou e onde?
O que é que em nós se esconde?

Talvez sintas como eu
E não saibas sentil-o...
Ser é ser nosso véu
Amar é encobril-o,
Hoje que te deixei
É que sei que te amei...

Somos a nossa bruma…
É pra dentro que vemos...
Caem-nos uma a uma
As compreensões que temos
E ficamos no frio
Do Universo vazio...

Que importa? Se o que foi
Entre nós foi amor,
Se por te amar me dói
Já não te amar, e a dor
Tem um íntimo sentido,
Nada será perdido...

E além de nós, no Agora
Que não nos tem por véus
Viveremos a Hora
Virados para Deus
E n'um (...) mudo
Compreenderemos tudo.

"
"Fernando Pessoa";"Poesia lírica";"
ANÁLISE

Tão abstracta é a ideia do teu ser
Que me vem de te olhar, que, ao entreter
Os meus olhos nos teus, perco"
"Fernando Pessoa";"CHUVA OBLÍQUA";"
               II

Ilumina-se a igreja por dentro da chuva deste dia,
E cada vela que se acende é mais chuva a bater na vidraça...

Alegra-me ouvir a chuva porque ela é o templo estar aceso,
E as vidraças da igreja vistas de fora são o som da chuva ouvido por dentro...

O esplendor do altar-mor é o eu não poder quase ver os montes
Através da chuva que é ouro tão solene na toalha do altar...

Soa o canto do coro, latino e vento a sacudir-me a vidraça
E sente-se chiar a água no facto de haver coro...

A missa é um automóvel que passa
Através dos fiéis que se ajoelham em hoje ser um dia triste...
Súbito vento sacode em esplendor maior
A festa da catedral e o ruído da chuva absorve tudo
Até só se ouvir a voz do padre água perder-se ao longe
Com o som de rodas de automóvel...

E apagam-se as luzes da igreja
Na chuva que cessa...

"
"Fernando Pessoa";"EM BUSCA DA BELEZA";"
I

Soam vãos, dolorido epicurista,
Os versos teus, que a minha dor despreza;
Já tive a alma sem descrença presa
Desse teu sonho, que perturba a vista.

Da Perfeição segui em vã conquista,
Mas vi depressa, já sem a alma acesa,
Que a própria ideia em nós dessa beleza
Um infinito de nós mesmos dista.

Nem à nossa alma definir podemos
A Perfeição em cuja estrada a vida,
Achando-a intérmina, a chorar perdemos.

O mar tem fim, o céu talvez o tenha,
Mas não a ânsia de Coisa indefinida
Que o ser indefinida faz tamanha.

"
"Fernando Pessoa";"EM BUSCA DA BELEZA";"
III

Só quem puder obter a estupidez
Ou a loucura pode ser feliz.
Buscar, querer, amar... tudo isto diz
Perder, chorar, sofrer, vez após vez.

A estupidez achou sempre o que quis
Do círculo banal — da sua avidez;
Nunca aos loucos o engano se desfez
Com quem um falso mundo seu condiz.

Há dois males: verdade e aspiração,
E há uma forma só de os saber males:
É conhecê-los bem, saber que são

Um o horror real, o outro o vazio —
Horror não menos — dois como que vales
Duma montanha que ninguém subiu.

"
"Fernando Pessoa";"EM BUSCA DA BELEZA";"
IV

Leva me longe, meu suspiro fundo,
Além do que deseja e que começa,
Lá muito longe, onde o viver se esqueça
Das formas metafísicas do mundo.

Aí que o meu sentir vago e profundo
O seu lugar exterior conheça,
Aí durma em fim, aí enfim faleça
O cintilar do espírito fecundo.

Aí... mas de que serve imaginar
Regiões onde o sonho é verdadeiro
Ou terras para o ser atormentar?

É elevar demais a aspiração,
E, falhado esse sonho derradeiro,
Encontrar mais vazio o coração.

"
"Fernando Pessoa";"EM BUSCA DA BELEZA";"
VI

O sono — Oh, ilusão! — o sono? quem
Logrará esse vácuo ao qual aspira
A alma que, de aspirar em vão, delira,
E já nem força para querer tem?

Que sono apetecemos? O d'alguém
Adormecido na feliz mentira
Da sonolência vaga que nos tira
Todo o sentir no qual a dor nos vem?

Ilusão tudo! Querer um sono eterno,
Um descanso, uma paz, não é senão
O último anseio desesperado e vão.

Perdido, resta o derradeiro inferno
Do tédio intérmino, esse de já não
Nem aspirar a ter aspiração.

"
"Fernando Pessoa";"FICÇÕES DO INTERLÚDIO";"
                III

PIERROT BÊBADO

Nas ruas da feira,
Da feira deserta,
Só a lua cheia
Branqueia e clareia
As ruas da feira
Na noite entreaberta.

Só a lua alva
Branqueia e clareia
A paisagem calva
De abandono e alva
Alegria alheia.

Bêbeda branqueia
Como pela areia
Nas ruas da feira,
Da feira deserta,
Na noite já cheia
De sombra entreaberta.

A lua branqueia
Nas ruas da feira
Deserta e incerta...

"
"Fernando Pessoa";"FAUSTO";"
(A desilusão de Fausto é de três espécies: 1) verifica, no facto de que Maria o ama em parte sem saber porquê e em parte por qualidades que lhe supõe e ele não tem, que o amor é coisa que não se pode querer compreender e entre o qual e ele há um abismo profundíssimo; 2) verifica, na sua incapacidade não só de compreender o amor; como até de o sentir ou, talvez melhor, de se sentir sentindo-o, que esse abismo que existe entre ele e o amor começa por ser um abismo que existe entre ele e ele próprio; 3) verifica (...))

"
"Fernando Pessoa";"FAUSTO";"

              (after running away. (He never loves))
            

Não sei viver! nem fui para viver
Destinado; porquê então a vaga
Aspiração que tenho?

"
"Fernando Pessoa";"FAUSTO";"

                              
              
                (Antes do monólogo da treva)
              
            

(...) e alucinadas pré-sensações
Impelem-me, desvairam-me, ocupam
Tumultuariamente e ardentemente
O doloroso vácuo do meu ser.
Incapaz de pensar, apenas sinto
Um atropelamento do sentir
E confusões confusas, explosão
De tendências, desejos, ânsias, sonhos
Desatenuadamente dolorosos.

"
"Fernando Pessoa";"FAUSTO";"
                (Depois do amor — na treva)

Eis-me enfim só, oh desejado horror
Eis-me enfim ante ti, oh Universo!
Eis-me aqui, lama e (...) mistério,
Excluído de ti, o eterno expulso
Que não pedia a vida. Eis-me aqui.

Pudesse eu pôr no seu desmedimento
O ódio (...)       e afrontar-vos
Com a expressão desse ódio, oh silêncios,
Oh noites ao pensar! eu morreria
De haver interpretado em tanto horror
Um mor horror que interpretar não pode
O que há-de ser palavra ou pensamento.
Eis-me aqui, oh abismo explicado!
Eis-me aqui o maior dos seres todos,
Quebrando aos pés do pensamento forte
A cruz de Cristo e as fórmulas mortais
[...]
Eis-me aqui!
O que há para mim senão vacuidade
No mundo (...), o que me destinastes?
O vazio? O silêncio? A escuridão?
Desses-me o instinto deles, não a plena
Torturação da luz.

"
"Fernando Pessoa";"FAUSTO";"
... Mas eu não ouso. Ó horror e tortura!
O transcendente horror de um ser humano!
Beijar na boca uma consciência, um ser humano!
Beijar na boca uma consciência, um ser,
O mistério encarnado em nu e sólido.

A nudez(...)
Há entre alma e alma um abismo. Saber
Que me está vendo uma alma em  (...), nudez
E acto de amor!
Não a nudez da estátua,
Mas a nudez viva, cheia de olhar-me
Até que me apavoro de pensá-lo.

Nem tenho gestos para saber amar,
Nem alma para tirar ao mero-oco
Pensar aqueles gestos, o horror
Que vem de eles saberem a mistério.

"
"Fernando Pessoa";"FAUSTO";"
                        ...Como condenado
Que ligado   (...)   vê avançar
Qualquer tormento atroz, qualquer horror,
Eu, ligado à vida, vejo avançar
A morte para mim; mas ao condenado,
Inda no seu horror, lhe luz ao menos
Uma sombra desesperada d'esperança,
Inda o horror que espera não é aquele
Horror da morte — não tem o intenso
Carácter de inevitabilidade
Que a morte tem. A mim nem esperança
Nem suspeita de sombra de esperança
Ocorre, mas o horror completo e negro.

Isso que lhe aparece por resgate
É o que eu temo!

"
"Fernando Pessoa";"FAUSTO";"
        ...e desse referver me veio
Mudo aniquilamento da vontade
Paralisada pelo (...) excesso
Do poder do desejo, mesmo sobre
A imaginada força do poder.

"
"Fernando Pessoa";"FAUSTO";"
                                           A morte!
Quanto mais eu pondero nela, mais
Me desocupa todo o sentimento
Normal e nítido que me criava
Uma como inconsciência que fazia
Com que o mistério não vivesse sempre
Comigo. Agora cada vez mais longe
Me encontro do (...) e natural

"
"Fernando Pessoa";"FAUSTO";"
                     a morte, a incompreendida
Revelação do mais que incompreendido

"
"Fernando Pessoa";"FAUSTO";"
                A MORTE:

Em mim acaba
Mudo, profundo
Como ruína que desaba
Tudo o que vive e sente o mundo.
A humanidade cujo rir
É um esquecimento fundo
Sabe, sem o analisar,
Que em mim naufraga o sentir
Nos rochedos do pensar.

"
